word	nodeType	synsetCount	unit	count
untouched	ADJ	4	jacobs-ladder-script	1
unusual	ADJ	3	jacobs-ladder-script	1
upper	ADJ	6	jacobs-ladder-script	1
upset	ADJ	17	jacobs-ladder-script	5
urinal	ADJ	1	jacobs-ladder-script	1
usual	ADJ	2	jacobs-ladder-script	2
vast	ADJ	1	jacobs-ladder-script	5
vasuum	ADJ	0	jacobs-ladder-script	1
venetian	ADJ	2	jacobs-ladder-script	2
vertical	ADJ	6	jacobs-ladder-script	1
very	ADJ	4	jacobs-ladder-script	2
vibrating	ADJ	5	jacobs-ladder-script	1
vietnamese	ADJ	3	jacobs-ladder-script	4
violent	ADJ	5	jacobs-ladder-script	2
visible	ADJ	3	jacobs-ladder-script	3
vital	ADJ	4	jacobs-ladder-script	1
vivid	ADJ	4	jacobs-ladder-script	1
volatile	ADJ	5	jacobs-ladder-script	1
warm	ADJ	13	jacobs-ladder-script	4
weird	ADJ	3	jacobs-ladder-script	5
well	ADJ	22	jacobs-ladder-script	3
whacko	ADJ	1	jacobs-ladder-script	1
white	ADJ	25	jacobs-ladder-script	4
whole	ADJ	8	jacobs-ladder-script	17
wide	ADJ	11	jacobs-ladder-script	2
wild	ADJ	17	jacobs-ladder-script	7
willing	ADJ	6	jacobs-ladder-script	1
wobbly	ADJ	2	jacobs-ladder-script	1
"woman""s"	ADJ	0	jacobs-ladder-script	1
wonderful	ADJ	1	jacobs-ladder-script	3
wondrous	ADJ	2	jacobs-ladder-script	2
wooden	ADJ	2	jacobs-ladder-script	2
worldly	ADJ	2	jacobs-ladder-script	2
worried	ADJ	8	jacobs-ladder-script	1
worth	ADJ	5	jacobs-ladder-script	3
wrong	ADJ	13	jacobs-ladder-script	11
yellow	ADJ	8	jacobs-ladder-script	1
young	ADJ	14	jacobs-ladder-script	22
MORE	ADJ	5	shinning-dialogue	2
Most	ADJ	5	shinning-dialogue	2
able	ADJ	4	shinning-dialogue	4
about	ADJ	8	shinning-dialogue	2
advisory	ADJ	2	shinning-dialogue	2
advocaat	ADJ	0	shinning-dialogue	4
afraid	ADJ	4	shinning-dialogue	8
akin	ADJ	2	shinning-dialogue	2
alive	ADJ	7	shinning-dialogue	2
amazing	ADJ	4	shinning-dialogue	4
american	ADJ	5	shinning-dialogue	2
asleep	ADJ	5	shinning-dialogue	18
authentic	ADJ	2	shinning-dialogue	2
aware	ADJ	2	shinning-dialogue	2
awful	ADJ	7	shinning-dialogue	4
bad	ADJ	17	shinning-dialogue	16
bare	ADJ	13	shinning-dialogue	2
basic	ADJ	6	shinning-dialogue	2
beautiful	ADJ	2	shinning-dialogue	12
big	ADJ	17	shinning-dialogue	16
black	ADJ	22	shinning-dialogue	4
blade	ADJ	9	shinning-dialogue	2
bloodstained	ADJ	1	shinning-dialogue	8
bold	ADJ	4	shinning-dialogue	2
bottom	ADJ	12	shinning-dialogue	4
bright	ADJ	11	shinning-dialogue	2
busy	ADJ	6	shinning-dialogue	4
chiny	ADJ	0	shinning-dialogue	2
claustrophobic	ADJ	2	shinning-dialogue	2
clean	ADJ	31	shinning-dialogue	4
clear	ADJ	45	shinning-dialogue	4
close	ADJ	37	shinning-dialogue	2
closed	ADJ	26	shinning-dialogue	2
cold	ADJ	16	shinning-dialogue	4
comfortable	ADJ	5	shinning-dialogue	2
complete	ADJ	10	shinning-dialogue	6
concerned	ADJ	5	shinning-dialogue	4
confirmed	ADJ	7	shinning-dialogue	2
confused	ADJ	10	shinning-dialogue	2
corridor	ADJ	1	shinning-dialogue	2
costly	ADJ	2	shinning-dialogue	2
crazy	ADJ	6	shinning-dialogue	4
crowded	ADJ	5	shinning-dialogue	4
cruel	ADJ	1	shinning-dialogue	2
d	ADJ	4	shinning-dialogue	2
daily	ADJ	5	shinning-dialogue	2
damn	ADJ	5	shinning-dialogue	2
dead	ADJ	21	shinning-dialogue	8
definite	ADJ	2	shinning-dialogue	2
demanding	ADJ	7	shinning-dialogue	2
different	ADJ	5	shinning-dialogue	12
dizzy	ADJ	3	shinning-dialogue	2
due	ADJ	7	shinning-dialogue	2
dull	ADJ	19	shinning-dialogue	7
early	ADJ	9	shinning-dialogue	2
easy	ADJ	15	shinning-dialogue	2
elderly	ADJ	2	shinning-dialogue	10
emotional	ADJ	4	shinning-dialogue	2
empty	ADJ	10	shinning-dialogue	14
enormous	ADJ	1	shinning-dialogue	4
entire	ADJ	5	shinning-dialogue	2
ethical	ADJ	3	shinning-dialogue	2
extra	ADJ	7	shinning-dialogue	2
famous	ADJ	1	shinning-dialogue	2
fantastic	ADJ	5	shinning-dialogue	4
fascinated	ADJ	4	shinning-dialogue	2
favorite	ADJ	5	shinning-dialogue	4
feasible	ADJ	1	shinning-dialogue	2
few	ADJ	2	shinning-dialogue	26
fine	ADJ	10	shinning-dialogue	12
first	ADJ	16	shinning-dialogue	10
front	ADJ	13	shinning-dialogue	14
fucking	ADJ	4	shinning-dialogue	8
funny	ADJ	5	shinning-dialogue	2
general	ADJ	10	shinning-dialogue	2
glad	ADJ	5	shinning-dialogue	8
goddam	ADJ	2	shinning-dialogue	10
goddamned	ADJ	2	shinning-dialogue	2
gold	ADJ	7	shinning-dialogue	2
good	ADJ	27	shinning-dialogue	74
gorgeous	ADJ	1	shinning-dialogue	4
great	ADJ	7	shinning-dialogue	18
grouchy	ADJ	1	shinning-dialogue	4
half	ADJ	6	shinning-dialogue	4
happy	ADJ	4	shinning-dialogue	4
hard	ADJ	22	shinning-dialogue	4
harsh	ADJ	6	shinning-dialogue	2
heated	ADJ	6	shinning-dialogue	2
heavy	ADJ	30	shinning-dialogue	4
hectic	ADJ	1	shinning-dialogue	2
high	ADJ	18	shinning-dialogue	4
hon	ADJ	0	shinning-dialogue	2
horrible	ADJ	1	shinning-dialogue	2
hot	ADJ	21	shinning-dialogue	2
hungry	ADJ	2	shinning-dialogue	2
illustrious	ADJ	2	shinning-dialogue	2
imaginary	ADJ	2	shinning-dialogue	4
important	ADJ	5	shinning-dialogue	2
impossible	ADJ	4	shinning-dialogue	2
incredible	ADJ	1	shinning-dialogue	2
indian	ADJ	5	shinning-dialogue	6
inner	ADJ	6	shinning-dialogue	2
irreparable	ADJ	1	shinning-dialogue	2
jammed	ADJ	8	shinning-dialogue	2
l.ear	ADJ	0	shinning-dialogue	2
last	ADJ	21	shinning-dialogue	6
least	ADJ	3	shinning-dialogue	4
less	ADJ	5	shinning-dialogue	2
light	ADJ	47	shinning-dialogue	4
little	ADJ	10	shinning-dialogue	36
local	ADJ	5	shinning-dialogue	4
long	ADJ	12	shinning-dialogue	6
many	ADJ	1	shinning-dialogue	4
married	ADJ	5	shinning-dialogue	2
marvellous	ADJ	3	shinning-dialogue	2
melodramatic	ADJ	2	shinning-dialogue	2
mental	ADJ	5	shinning-dialogue	2
mid	ADJ	1	shinning-dialogue	2
miserable	ADJ	6	shinning-dialogue	2
momentary	ADJ	1	shinning-dialogue	2
moral	ADJ	3	shinning-dialogue	2
more	ADJ	5	shinning-dialogue	8
most	ADJ	5	shinning-dialogue	2
much	ADJ	7	shinning-dialogue	6
muscular	ADJ	4	shinning-dialogue	2
naked	ADJ	5	shinning-dialogue	8
national	ADJ	8	shinning-dialogue	2
naughty	ADJ	2	shinning-dialogue	2
nervous	ADJ	5	shinning-dialogue	2
new	ADJ	12	shinning-dialogue	6
next	ADJ	4	shinning-dialogue	6
nice	ADJ	6	shinning-dialogue	14
normal	ADJ	5	shinning-dialogue	2
off)(cont'd	ADJ	0	shinning-dialogue	1
okay	ADJ	4	shinning-dialogue	22
old	ADJ	9	shinning-dialogue	12
only	ADJ	9	shinning-dialogue	6
open	ADJ	36	shinning-dialogue	76
opposite	ADJ	11	shinning-dialogue	2
other	ADJ	4	shinning-dialogue	22
outside	ADJ	14	shinning-dialogue	2
outstretched	ADJ	1	shinning-dialogue	4
oven	ADJ	1	shinning-dialogue	2
own	ADJ	2	shinning-dialogue	4
particular	ADJ	9	shinning-dialogue	4
past	ADJ	6	shinning-dialogue	2
pink	ADJ	7	shinning-dialogue	2
pleased	ADJ	5	shinning-dialogue	2
portable	ADJ	3	shinning-dialogue	2
possible	ADJ	4	shinning-dialogue	12
pretty	ADJ	3	shinning-dialogue	2
quick	ADJ	8	shinning-dialogue	4
ready	ADJ	8	shinning-dialogue	6
real	ADJ	13	shinning-dialogue	6
red	ADJ	7	shinning-dialogue	2
regular	ADJ	17	shinning-dialogue	2
resourceful	ADJ	1	shinning-dialogue	2
revealing	ADJ	6	shinning-dialogue	2
ridiculous	ADJ	3	shinning-dialogue	2
right	ADJ	36	shinning-dialogue	24
round	ADJ	25	shinning-dialogue	4
run	ADJ	57	shinning-dialogue	2
same	ADJ	6	shinning-dialogue	2
scared	ADJ	4	shinning-dialogue	8
scenic	ADJ	2	shinning-dialogue	2
second	ADJ	15	shinning-dialogue	6
serious	ADJ	6	shinning-dialogue	6
several	ADJ	3	shinning-dialogue	2
shuttered	ADJ	2	shinning-dialogue	2
silly	ADJ	5	shinning-dialogue	2
single	ADJ	10	shinning-dialogue	4
slight	ADJ	5	shinning-dialogue	2
slow	ADJ	11	shinning-dialogue	2
small	ADJ	13	shinning-dialogue	4
soiree	ADJ	1	shinning-dialogue	2
solitary	ADJ	7	shinning-dialogue	2
sorry	ADJ	4	shinning-dialogue	6
splintered	ADJ	3	shinning-dialogue	20
staggering	ADJ	5	shinning-dialogue	2
strange	ADJ	3	shinning-dialogue	4
strong	ADJ	10	shinning-dialogue	2
sunny	ADJ	1	shinning-dialogue	2
superimposed	ADJ	3	shinning-dialogue	2
sure	ADJ	10	shinning-dialogue	18
swell	ADJ	11	shinning-dialogue	2
terrible	ADJ	4	shinning-dialogue	2
tired	ADJ	6	shinning-dialogue	4
top	ADJ	22	shinning-dialogue	4
tremendous	ADJ	3	shinning-dialogue	2
true	ADJ	15	shinning-dialogue	2
typical	ADJ	3	shinning-dialogue	2
uncommon	ADJ	2	shinning-dialogue	2
unreliable	ADJ	4	shinning-dialogue	2
upper	ADJ	6	shinning-dialogue	2
urgent	ADJ	1	shinning-dialogue	2
various	ADJ	4	shinning-dialogue	4
very	ADJ	4	shinning-dialogue	2
well	ADJ	22	shinning-dialogue	6
whole	ADJ	8	shinning-dialogue	12
willful	ADJ	2	shinning-dialogue	4
wise	ADJ	7	shinning-dialogue	4
wonderful	ADJ	1	shinning-dialogue	2
wrong	ADJ	13	shinning-dialogue	6
yellow	ADJ	8	shinning-dialogue	2
young	ADJ	14	shinning-dialogue	16
3rd	ADJ	1	game-dialogue	1
8th	ADJ	1	game-dialogue	1
Least	ADJ	3	game-dialogue	1
able	ADJ	4	game-dialogue	3
about	ADJ	8	game-dialogue	1
adjacent	ADJ	3	game-dialogue	1
afraid	ADJ	4	game-dialogue	4
alive	ADJ	7	game-dialogue	10
alone	ADJ	6	game-dialogue	5
alternate	ADJ	10	game-dialogue	1
back	ADJ	28	game-dialogue	1
bad	ADJ	17	game-dialogue	7
beautiful	ADJ	2	game-dialogue	2
big	ADJ	17	game-dialogue	4
black	ADJ	22	game-dialogue	7
blind	ADJ	10	game-dialogue	1
bloody	ADJ	4	game-dialogue	1
careful	ADJ	5	game-dialogue	4
central	ADJ	3	game-dialogue	1
clear	ADJ	45	game-dialogue	1
colorful	ADJ	3	game-dialogue	1
comfy	ADJ	1	game-dialogue	1
computerized	ADJ	3	game-dialogue	1
concrete	ADJ	5	game-dialogue	1
confused	ADJ	10	game-dialogue	1
crazy	ADJ	6	game-dialogue	1
cute	ADJ	2	game-dialogue	1
damn	ADJ	5	game-dialogue	2
dangerous	ADJ	2	game-dialogue	3
dark	ADJ	16	game-dialogue	2
dead	ADJ	21	game-dialogue	21
deaf	ADJ	4	game-dialogue	1
dear	ADJ	8	game-dialogue	1
deep	ADJ	21	game-dialogue	1
deserted	ADJ	4	game-dialogue	1
different	ADJ	5	game-dialogue	4
dirty	ADJ	13	game-dialogue	1
disgusting	ADJ	3	game-dialogue	3
double	ADJ	21	game-dialogue	1
dry	ADJ	19	game-dialogue	1
dumb	ADJ	4	game-dialogue	1
easy	ADJ	15	game-dialogue	2
effective	ADJ	6	game-dialogue	1
empty	ADJ	10	game-dialogue	2
enough	ADJ	3	game-dialogue	4
entire	ADJ	5	game-dialogue	2
exciting	ADJ	10	game-dialogue	1
fast	ADJ	15	game-dialogue	1
fat	ADJ	9	game-dialogue	4
female	ADJ	5	game-dialogue	1
few	ADJ	2	game-dialogue	2
fiery	ADJ	3	game-dialogue	1
final	ADJ	5	game-dialogue	6
fine	ADJ	10	game-dialogue	6
first	ADJ	16	game-dialogue	3
foggy	ADJ	4	game-dialogue	1
forgetful	ADJ	3	game-dialogue	1
front	ADJ	13	game-dialogue	2
full	ADJ	13	game-dialogue	1
fun	ADJ	4	game-dialogue	1
funny	ADJ	5	game-dialogue	1
glad	ADJ	5	game-dialogue	1
good	ADJ	27	game-dialogue	2
grainy	ADJ	1	game-dialogue	2
great	ADJ	7	game-dialogue	1
green	ADJ	14	game-dialogue	1
gritty	ADJ	2	game-dialogue	1
gruesome	ADJ	1	game-dialogue	2
gutless	ADJ	2	game-dialogue	1
happy	ADJ	4	game-dialogue	2
hard	ADJ	22	game-dialogue	4
haunted	ADJ	6	game-dialogue	1
holy	ADJ	2	game-dialogue	1
honest	ADJ	7	game-dialogue	2
hot	ADJ	21	game-dialogue	1
huh	ADJ	0	game-dialogue	2
human	ADJ	4	game-dialogue	4
ill	ADJ	9	game-dialogue	1
important	ADJ	5	game-dialogue	2
impossible	ADJ	4	game-dialogue	2
innocent	ADJ	8	game-dialogue	1
insane	ADJ	2	game-dialogue	4
jokin	ADJ	0	game-dialogue	1
key	ADJ	21	game-dialogue	1
kind	ADJ	4	game-dialogue	1
large	ADJ	11	game-dialogue	3
last	ADJ	21	game-dialogue	9
late	ADJ	11	game-dialogue	2
laughin	ADJ	0	game-dialogue	1
left	ADJ	24	game-dialogue	2
less	ADJ	5	game-dialogue	1
limp	ADJ	5	game-dialogue	2
little	ADJ	10	game-dialogue	27
long	ADJ	12	game-dialogue	11
lookin	ADJ	0	game-dialogue	1
lost	ADJ	21	game-dialogue	1
loud	ADJ	4	game-dialogue	3
lucky	ADJ	3	game-dialogue	1
mad	ADJ	4	game-dialogue	1
magic	ADJ	3	game-dialogue	1
middle	ADJ	9	game-dialogue	1
more	ADJ	5	game-dialogue	2
motionless	ADJ	1	game-dialogue	1
much	ADJ	7	game-dialogue	2
narrow	ADJ	10	game-dialogue	1
necessary	ADJ	3	game-dialogue	1
nervous	ADJ	5	game-dialogue	1
next	ADJ	4	game-dialogue	2
nice	ADJ	6	game-dialogue	3
nlp	ADJ	1	game-dialogue	1
nuts	ADJ	9	game-dialogue	1
n’t	ADJ	0	game-dialogue	1
obvious	ADJ	1	game-dialogue	1
okay	ADJ	4	game-dialogue	16
old	ADJ	9	game-dialogue	6
only	ADJ	9	game-dialogue	5
open	ADJ	36	game-dialogue	1
opposite	ADJ	11	game-dialogue	2
optional	ADJ	1	game-dialogue	6
other	ADJ	4	game-dialogue	16
own	ADJ	2	game-dialogue	2
peaceful	ADJ	2	game-dialogue	2
pretty	ADJ	3	game-dialogue	1
quiet	ADJ	13	game-dialogue	3
random	ADJ	1	game-dialogue	1
ready	ADJ	8	game-dialogue	1
real	ADJ	13	game-dialogue	2
rear	ADJ	11	game-dialogue	1
red	ADJ	7	game-dialogue	2
ridiculous	ADJ	3	game-dialogue	3
right	ADJ	36	game-dialogue	12
round	ADJ	25	game-dialogue	1
sacred	ADJ	5	game-dialogue	1
sad	ADJ	3	game-dialogue	2
safe	ADJ	7	game-dialogue	1
same	ADJ	6	game-dialogue	5
satisfied	ADJ	5	game-dialogue	1
scared	ADJ	4	game-dialogue	4
scrambled	ADJ	6	game-dialogue	1
second	ADJ	15	game-dialogue	9
several	ADJ	3	game-dialogue	6
shaky	ADJ	3	game-dialogue	1
short	ADJ	23	game-dialogue	4
sick	ADJ	9	game-dialogue	4
silent	ADJ	6	game-dialogue	1
silly	ADJ	5	game-dialogue	1
small	ADJ	13	game-dialogue	10
smart	ADJ	9	game-dialogue	1
sorry	ADJ	4	game-dialogue	19
special	ADJ	10	game-dialogue	6
staticy	ADJ	0	game-dialogue	2
strange	ADJ	3	game-dialogue	13
stupid	ADJ	4	game-dialogue	1
such	ADJ	2	game-dialogue	1
sudden	ADJ	1	game-dialogue	1
sure	ADJ	10	game-dialogue	6
surly	ADJ	1	game-dialogue	1
sweet	ADJ	16	game-dialogue	1
tedious	ADJ	2	game-dialogue	1
terrible	ADJ	4	game-dialogue	1
third	ADJ	8	game-dialogue	4
thrilling	ADJ	6	game-dialogue	1
tired	ADJ	6	game-dialogue	5
torn	ADJ	7	game-dialogue	1
true	ADJ	15	game-dialogue	8
ugly	ADJ	4	game-dialogue	2
unable	ADJ	3	game-dialogue	1
unclear	ADJ	3	game-dialogue	1
underwater	ADJ	2	game-dialogue	1
unhurt	ADJ	2	game-dialogue	1
unlocked	ADJ	4	game-dialogue	1
unlucky	ADJ	2	game-dialogue	1
unreachable	ADJ	1	game-dialogue	3
unwrapped	ADJ	3	game-dialogue	1
various	ADJ	4	game-dialogue	2
vile	ADJ	2	game-dialogue	1
warm	ADJ	13	game-dialogue	1
weak	ADJ	12	game-dialogue	1
weird	ADJ	3	game-dialogue	1
well	ADJ	22	game-dialogue	2
white	ADJ	25	game-dialogue	4
whole	ADJ	8	game-dialogue	7
wooden	ADJ	2	game-dialogue	1
worth	ADJ	5	game-dialogue	1
wrong	ADJ	13	game-dialogue	5
’s	ADJ	0	game-dialogue	1
